t,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
1022874,-8.81112,-2.098933,0.239459,-21.765116,3.474378,-47.411392
1025590,-9.126327,-4.845383,0.26145,-2.636891,-14.160725,-0.038285
1028590,-8.451932,-4.095241,0.227242,10.380065,-9.911071,16.902899
1031597,-7.9779,-2.717129,0.916298,29.029724,-15.811772,20.185852
1034597,-6.927212,1.827709,-0.107512,33.781872,-11.820544,9.38465
1037600,-7.14468,5.549099,-0.400728,27.407393,-7.992028,-15.907485
1040600,-7.704232,8.425054,-0.620639,-3.086741,-0.832702,-30.84827
1043601,-8.820893,5.69082,-1.070236,-12.949956,18.281166,-9.504292
1046604,-8.691391,4.581489,-0.955393,-14.227724,30.948767,29.173294
1049605,-7.462329,4.359134,-0.916298,-3.268596,-6.30748,69.540215
1052608,-3.511253,3.178943,-0.823446,-18.687944,64.094147,156.796875
1055610,2.094046,1.585806,-0.44471,1.550549,31.049267,138.683212
1058612,5.781229,-2.18201,-0.711047,-12.423535,42.745384,-43.28616
1061616,6.712187,4.66701,-2.108707,16.261623,7.207181,-96.928459
1064618,1.832596,2.822197,-1.490511,-7.838887,-12.38525,-103.274223
1067620,-2.133141,0.984715,-1.126436,-75.278206,26.349762,-39.204006
1070623,-0.742812,-3.70673,-0.540005,-61.739609,15.739987,-53.245094
1073625,1.622458,-6.13553,1.971873,-20.659632,17.740387,-26.24448
1076627,1.429425,-7.161784,2.954144,20.377277,21.162123,-28.943584
1079630,-1.492955,-7.034724,0.405614,45.099922,2.210968,17.103897
1082633,-1.336573,-6.399425,0.065973,54.853065,-5.383851,-10.380065
1085634,0.024435,-0.43738,-0.588874,33.413376,-5.278566,-33.877583
1088637,0.640187,4.483751,-1.947438,13.811373,12.691531,-43.31966
1091639,-1.133766,-0.434936,-2.22355,-8.212168,0.736989,-32.489746
1094639,-2.387261,-0.818559,-1.942551,-2.172683,-5.603991,11.648261
1097642,-0.977384,3.076317,-0.559553,7.422535,0.971486,23.286949
1100644,0.18326,4.376239,-1.507615,-5.398208,4.445865,10.514063
1103645,0.850324,2.939483,-1.761735,-22.569103,6.905686,-3.235096
1106647,-0.586431,0.461814,-1.568702,-33.159737,4.560719,2.790031
1109649,-0.728151,0.112399,-1.021367,-18.458235,22.942383,6.446264
1112651,-0.092852,-1.444085,-0.122173,-5.431707,23.966511,-10.504492
1115653,0.6353,-6.746396,-0.948063,8.877372,28.570303,-17.41975
